year,state_county,inctot,mortamt1,sex,age,ftotinc,foodstmp_1,foodstmp_2,foodstmp_All,foodstmp_1_freq,foodstmp_2_freq,sex_1,sex_2,sex_All,sex_2_freq,sex_1_freq,marst_1,marst_2,marst_3,marst_4,marst_5,marst_6,marst_All,marst_5_freq,marst_6_freq,marst_1_freq,marst_4_freq,marst_3_freq,marst_2_freq,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_All,race_1_freq,race_2_freq,race_7_freq,race_8_freq,race_5_freq,race_6_freq,race_3_freq,race_4_freq,race_9_freq,ctz_stat_1,ctz_stat_2,ctz_stat_3,ctz_stat_All,ctz_stat_1_freq,ctz_stat_3_freq,ctz_stat_2_freq,lang_1,lang_2,lang_All,lang_1_freq,lang_2_freq,educ_attain_1.0,educ_attain_2.0,educ_attain_3.0,educ_attain_4.0,educ_attain_All,educ_attain_2.0_freq,educ_attain_1.0_freq,educ_attain_3.0_freq,educ_attain_4.0_freq,empstat_1.0,empstat_2.0,empstat_3.0,empstat_All,empstat_1.0_freq,empstat_3.0_freq,empstat_2.0_freq,state_po,county_name,democrat,green,liberitarian,other,republican,winner
2016,4025,24393.8,721.9,1618,55.1,48889.8,1452,166,1618,89.7,10.3,773,845,1618,52.2,47.8,930,24,19,223,140,282,1618,8.7,17.4,57.5,13.8,1.2,1.5,1482,10,54,3,5,7,28,27,2,1618,91.6,0.6,1.7,1.7,0.3,0.4,3.3,0.2,0.1,1524,57,37,1618,94.2,2.3,3.5,1496,122,1618,92.5,7.5,539,913,140,26,1618,56.4,33.3,8.7,1.6,683,42,893,1618,42.2,55.2,2.6,AZ,YAVAPAI,35590,0,0,7530,71330,1
2020,4025,25227.4,774.1,1307,55.9,49418.5,1184,123,1307,90.6,9.4,650,657,1307,50.3,49.7,676,25,18,197,102,289,1307,7.8,22.1,51.7,15.1,1.4,1.9,1089,12,44,3,5,14,48,86,6,1307,83.3,0.9,3.7,6.6,0.4,1.1,3.4,0.2,0.5,1225,54,28,1307,93.7,2.1,4.1,1216,91,1307,93,7,442,688,165,12,1307,52.6,33.8,12.6,0.9,548,27,732,1307,41.9,56,2.1,AZ,YAVAPAI,49602,0,2092,0,91527,1
2008,4027,20128.1,715.2,1343,48.5,40850.2,1151,192,1343,85.7,14.3,664,679,1343,50.6,49.4,795,33,29,131,98,257,1343,7.3,19.1,59.2,9.8,2.2,2.5,1091,33,28,2,3,12,152,20,2,1343,81.2,2.5,11.3,1.5,0.2,0.9,2.1,0.1,0.1,984,118,241,1343,73.3,17.9,8.8,834,509,1343,62.1,37.9,715,565,58,5,1343,42.1,53.2,4.3,0.4,637,55,651,1343,47.4,48.5,4.1,AZ,YUMA,18559,0,0,479,24577,1
2012,4027,17434,656.3,1663,46.6,37065.8,1335,328,1663,80.3,19.7,861,802,1663,48.2,51.8,901,38,38,189,116,381,1663,7,22.9,54.2,11.4,2.3,2.3,1302,38,38,3,5,15,230,32,0,1663,78.3,2.3,13.8,1.9,0.3,0.9,2.3,0.2,0,1175,201,287,1663,70.7,17.3,12.1,980,683,1663,58.9,41.1,913,675,68,7,1663,40.6,54.9,4.1,0.4,711,117,835,1663,42.8,50.2,7,AZ,YUMA,18059,0,0,542,23352,1
2008,8000,32924.2,1083.4,31096,45,60950,29790,1306,31096,95.8,4.2,15225,15871,31096,51,49,17805,608,440,3696,1764,6783,31096,5.7,21.8,57.3,11.9,1.4,2,27441,859,272,146,87,588,1072,609,22,31096,88.2,2.8,3.4,2,0.3,1.9,0.9,0.5,0.1,28163,1141,1792,31096,90.6,5.8,3.7,26764,4332,31096,86.1,13.9,10372,16878,3396,450,31096,54.3,33.4,10.9,1.4,20835,871,9390,31096,67,30.2,2.8,,,,,,,,
2016,4027,20382.8,607.1,1520,47.5,41576.8,1291,229,1520,84.9,15.1,743,777,1520,51.1,48.9,851,24,32,162,114,337,1520,7.5,22.2,56,10.7,2.1,1.6,1066,32,33,4,1,23,329,30,2,1520,70.1,2.1,21.6,2,0.1,1.5,2.2,0.3,0.1,1097,176,247,1520,72.2,16.2,11.6,907,613,1520,59.7,40.3,773,667,76,4,1520,43.9,50.9,5,0.3,714,65,741,1520,47,48.8,4.3,AZ,YUMA,24605,0,0,3240,25165,1
2020,4027,21415,699.4,1260,49.8,48579.9,1072,188,1260,85.1,14.9,660,600,1260,47.6,52.4,610,48,32,142,91,337,1260,7.2,26.7,48.4,11.3,2.5,3.8,747,37,37,0,1,11,127,293,7,1260,59.3,2.9,10.1,23.3,0.1,0.9,2.9,0,0.6,972,147,141,1260,77.1,11.2,11.7,759,501,1260,60.2,39.8,616,571,68,5,1260,45.3,48.9,5.4,0.4,558,40,662,1260,44.3,52.5,3.2,AZ,YUMA,32210,0,1137,0,36534,1
2008,5007,28418.5,850.9,1414,45.4,54720.7,1360,54,1414,96.2,3.8,668,746,1414,52.8,47.2,932,28,13,137,85,219,1414,6,15.5,65.9,9.7,0.9,2,1280,9,20,2,2,21,56,24,0,1414,90.5,0.6,4,1.7,0.1,1.5,1.4,0.1,0,1305,45,64,1414,92.3,4.5,3.2,1283,131,1414,90.7,9.3,676,626,103,9,1414,44.3,47.8,7.3,0.6,886,31,497,1414,62.7,35.1,2.2,AR,BENTON,23331,0,0,1618,51124,1
2012,5007,27098.1,749.8,1613,45.9,54226.6,1472,141,1613,91.3,8.7,786,827,1613,51.3,48.7,1022,25,25,167,102,272,1613,6.3,16.9,63.4,10.4,1.5,1.5,1470,16,21,0,1,37,36,31,1,1613,91.1,1,2.2,1.9,0.1,2.3,1.3,0,0.1,1442,54,117,1613,89.4,7.3,3.3,1421,192,1613,88.1,11.9,719,763,124,7,1613,47.3,44.6,7.7,0.4,975,54,584,1613,60.4,36.2,3.3,AR,BENTON,22636,0,0,1975,54646,1
2016,5007,31106,755,1978,46.3,63897.6,1863,115,1978,94.2,5.8,964,1014,1978,51.3,48.7,1244,33,26,210,120,345,1978,6.1,17.4,62.9,10.6,1.3,1.7,1772,22,24,4,2,54,41,56,3,1978,89.6,1.1,2.1,2.8,0.1,2.7,1.2,0.2,0.2,1771,79,128,1978,89.5,6.5,4,1783,195,1978,90.1,9.9,830,951,181,16,1978,48.1,42,9.2,0.8,1223,30,725,1978,61.8,36.7,1.5,AR,BENTON,28005,0,0,7948,60871,1
2020,5007,34713.3,804.5,1671,48,73508.3,1598,73,1671,95.6,4.4,828,843,1671,50.4,49.6,1020,37,16,149,92,357,1671,5.5,21.4,61,8.9,1,2.2,1242,23,31,3,1,53,85,220,13,1671,74.3,1.4,5.1,13.2,0.1,3.2,1.9,0.2,0.8,1481,77,113,1671,88.6,6.8,4.6,1473,198,1671,88.2,11.8,628,850,183,10,1671,50.9,37.6,11,0.6,986,27,658,1671,59,39.4,1.6,AR,BENTON,42249,277,1972,1449,73965,1
2008,5119,29002.7,786.3,2373,47.1,53027.7,2162,211,2373,91.1,8.9,1046,1327,2373,55.9,44.1,1234,52,41,342,190,514,2373,8,21.7,52,14.4,1.7,2.2,1635,614,2,0,0,37,40,43,2,2373,68.9,25.9,1.7,1.8,0,1.6,0.1,0,0.1,2267,42,64,2373,95.5,2.7,1.8,2241,132,2373,94.4,5.6,900,1171,274,28,2373,49.3,37.9,11.5,1.2,1521,72,780,2373,64.1,32.9,3,AR,PULASKI,88854,0,0,2277,70212,0
2012,5119,25882.9,722.6,2318,46.1,47467.8,2026,292,2318,87.4,12.6,1096,1222,2318,52.7,47.3,1094,41,50,356,178,599,2318,7.7,25.8,47.2,15.4,2.2,1.8,1537,694,6,9,0,43,8,17,4,2318,66.3,29.9,0.3,0.7,0,1.9,0.3,0.4,0.2,2203,58,57,2318,95,2.5,2.5,2159,159,2318,93.1,6.9,947,1095,238,38,2318,47.2,40.9,10.3,1.6,1306,107,905,2318,56.3,39,4.6,AR,PULASKI,87248,0,0,3149,68984,0
2016,5119,28720.1,731.8,2402,47,51614.9,2159,243,2402,89.9,10.1,1132,1270,2402,52.9,47.1,1152,59,55,375,169,592,2402,7,24.6,48,15.6,2.3,2.5,1594,688,9,14,1,29,28,37,2,2402,66.4,28.6,1.2,1.5,0,1.2,0.4,0.6,0.1,2294,51,57,2402,95.5,2.4,2.1,2269,133,2402,94.5,5.5,849,1260,257,36,2402,52.5,35.3,10.7,1.5,1410,57,935,2402,58.7,38.9,2.4,AR,PULASKI,89574,0,0,8945,61257,0
2020,5119,30199.6,743.8,1938,49,56246.4,1757,181,1938,90.7,9.3,944,994,1938,51.3,48.7,898,57,26,305,126,526,1938,6.5,27.1,46.3,15.7,1.3,2.9,1200,509,15,6,2,40,62,98,6,1938,61.9,26.3,3.2,5.1,0.1,2.1,0.8,0.3,0.3,1811,54,73,1938,93.4,3.8,2.8,1790,148,1938,92.4,7.6,682,977,252,27,1938,50.4,35.2,13,1.4,1061,55,822,1938,54.7,42.4,2.8,AR,PULASKI,101947,440,1668,2214,63687,0
2012,5125,24713,647,707,48.2,56239.2,638,69,707,90.2,9.8,340,367,707,51.9,48.1,448,7,9,85,51,107,707,7.2,15.1,63.4,12,1.3,1,663,32,1,0,0,1,2,6,2,707,93.8,4.5,0.3,0.8,0,0.1,0.1,0,0.3,688,4,15,707,97.3,2.1,0.6,688,19,707,97.3,2.7,353,306,39,9,707,43.3,49.9,5.5,1.3,420,24,263,707,59.4,37.2,3.4,AR,SALINE,12869,0,0,1230,32963,1
2016,5125,25933,644.2,738,48.7,57366.2,689,49,738,93.4,6.6,356,382,738,51.8,48.2,450,8,6,100,59,115,738,8,15.6,61,13.6,0.8,1.1,683,35,4,0,0,7,0,6,3,738,92.5,4.7,0,0.8,0,0.9,0.5,0,0.4,719,8,11,738,97.4,1.5,1.1,718,20,738,97.3,2.7,339,337,52,10,738,45.7,45.9,7,1.4,448,11,279,738,60.7,37.8,1.5,AR,SALINE,13256,0,0,2981,35863,1
2020,5125,28243.5,686.5,562,50.5,59575.5,535,27,562,95.2,4.8,274,288,562,51.2,48.8,346,5,9,65,45,92,562,8,16.4,61.6,11.6,1.6,0.9,487,44,4,0,0,0,2,24,1,562,86.7,7.8,0.4,4.3,0,0,0.7,0,0.2,553,3,6,562,98.4,1.1,0.5,553,9,562,98.4,1.6,232,286,38,6,562,50.9,41.3,6.8,1.1,304,15,243,562,54.1,43.2,2.7,AR,SALINE,16060,118,595,630,39556,1
2008,5143,23887.8,788.7,1368,42.6,45132.7,1275,93,1368,93.2,6.8,677,691,1368,50.5,49.5,783,21,14,165,69,316,1368,5,23.1,57.2,12.1,1,1.5,1250,26,13,2,2,35,16,24,0,1368,91.4,1.9,1.2,1.8,0.1,2.6,1,0.1,0,1249,41,78,1368,91.3,5.7,3,1222,146,1368,89.3,10.7,646,580,112,30,1368,42.4,47.2,8.2,2.2,869,45,454,1368,63.5,33.2,3.3,AR,WASHINGTON,29021,0,0,1396,37963,1
2008,12000,25115.3,1011.1,38019,47.4,50631.4,34008,4011,38019,89.5,10.5,18290,19729,38019,51.9,48.1,19277,1028,956,4879,2931,8948,38019,7.7,23.5,50.7,12.8,2.5,2.7,29621,6304,92,133,22,624,713,488,22,38019,77.9,16.6,1.9,1.3,0.1,1.6,0.2,0.3,0.1,26164,6599,5256,38019,68.8,13.8,17.4,24096,13923,38019,63.4,36.6,17958,16776,2896,389,38019,44.1,47.2,7.6,1,21413,1531,15075,38019,56.3,39.7,4,,,,,,,,
2012,5143,22473.7,727.6,1270,42.4,43707.9,1140,130,1270,89.8,10.2,598,672,1270,52.9,47.1,660,22,12,148,83,345,1270,6.5,27.2,52,11.7,0.9,1.7,1112,41,18,3,0,35,38,22,1,1270,87.6,3.2,3,1.7,0,2.8,1.4,0.2,0.1,1175,26,69,1270,92.5,5.4,2,1147,123,1270,90.3,9.7,570,569,105,26,1270,44.8,44.9,8.3,2,737,56,477,1270,58,37.6,4.4,AR,WASHINGTON,28236,0,0,2536,39688,1
2016,5143,24046.5,712.3,1436,43.1,48257.6,1352,84,1436,94.2,5.8,687,749,1436,52.2,47.8,716,26,22,146,88,438,1436,6.1,30.5,49.9,10.2,1.5,1.8,1226,54,10,5,0,39,60,41,1,1436,85.4,3.8,4.2,2.9,0,2.7,0.7,0.3,0.1,1312,39,85,1436,91.4,5.9,2.7,1283,153,1436,89.3,10.7,562,701,145,28,1436,48.8,39.1,10.1,1.9,832,25,579,1436,57.9,40.3,1.7,AR,WASHINGTON,33366,0,0,7019,41476,1
2020,5143,26859.8,778.6,1287,43.8,57428.8,1210,77,1287,94,6,623,664,1287,51.6,48.4,626,31,21,118,76,415,1287,5.9,32.2,48.6,9.2,1.6,2.4,1000,30,10,3,1,47,41,152,3,1287,77.7,2.3,3.2,11.8,0.1,3.7,0.8,0.2,0.2,1173,48,66,1287,91.1,5.1,3.7,1152,135,1287,89.5,10.5,461,641,156,29,1287,49.8,35.8,12.1,2.3,773,39,475,1287,60.1,36.9,3,AR,WASHINGTON,43824,313,1414,1211,47504,1
2008,6001,38247.7,1648.9,10749,45.2,72823.4,10361,388,10749,96.4,3.6,5107,5642,10749,52.5,47.5,5476,263,187,1088,651,3084,10749,6.1,28.7,50.9,10.1,1.7,2.4,5730,1156,53,1099,116,1626,631,305,33,10749,53.3,10.8,5.9,2.8,1.1,15.1,0.5,10.2,0.3,7015,2222,1512,10749,65.3,14.1,20.7,6591,4158,10749,61.3,38.7,3325,5582,1523,319,10749,51.9,30.9,14.2,3,6920,425,3404,10749,64.4,31.7,4,CA,ALAMEDA,489106,0,0,12368,119555,0
2012,6001,34229.5,1435.6,12385,45.4,70473.3,11352,1033,12385,91.7,8.3,5889,6496,12385,52.5,47.5,6104,341,252,1152,726,3810,12385,5.9,30.8,49.3,9.3,2,2.8,6218,1315,121,1282,118,2024,725,499,83,12385,50.2,10.6,5.9,4,1,16.3,1,10.4,0.7,7926,2640,1819,12385,64,14.7,21.3,7281,5104,12385,58.8,41.2,3768,6621,1687,309,12385,53.5,30.4,13.6,2.5,7295,768,4322,12385,58.9,34.9,6.2,CA,ALAMEDA,469684,0,0,17776,108182,0
2016,6001,39493.2,1455,13623,45.9,80892.6,12681,942,13623,93.1,6.9,6536,7087,13623,52,48,6839,375,214,1174,705,4316,13623,5.2,31.7,50.2,8.6,1.6,2.8,6472,1202,94,1467,122,2512,1108,570,76,13623,47.5,8.8,8.1,4.2,0.9,18.4,0.7,10.8,0.6,8541,2956,2126,13623,62.7,15.6,21.7,7716,5907,13623,56.6,43.4,3796,7181,2242,404,13623,52.7,27.9,16.5,3,8577,405,4641,13623,63,34.1,3,CA,ALAMEDA,514842,0,0,43502,95922,0
2020,6001,45329.7,1626.9,11944,45.8,96808.3,11122,822,11944,93.1,6.9,5749,6195,11944,51.9,48.1,5925,343,179,914,595,3988,11944,5,33.4,49.6,7.7,1.5,2.9,4417,963,142,1447,97,2499,1159,1049,171,11944,37,8.1,9.7,8.8,0.8,20.9,1.2,12.1,1.4,7271,2707,1966,11944,60.9,16.5,22.7,6536,5408,11944,54.7,45.3,3020,6212,2259,453,11944,52,25.3,18.9,3.8,7427,430,4087,11944,62.2,34.2,3.6,CA,ALAMEDA,617659,4664,6295,5143,136309,0
2008,6007,23561.2,945.3,1811,44.9,40844.9,1649,162,1811,91.1,8.9,865,946,1811,52.2,47.8,926,27,44,255,133,426,1811,7.3,23.5,51.1,14.1,2.4,1.5,1546,21,37,16,3,40,74,71,3,1811,85.4,1.2,4.1,3.9,0.2,2.2,2,0.9,0.2,1629,97,85,1811,90,4.7,5.4,1602,209,1811,88.5,11.5,631,1059,104,17,1811,58.5,34.8,5.7,0.9,951,111,749,1811,52.5,41.4,6.1,CA,BUTTE,49013,0,0,2606,46706,0
2012,6007,21385.8,856.7,1847,46.7,39941.7,1577,270,1847,85.4,14.6,871,976,1847,52.8,47.2,882,47,40,244,126,508,1847,6.8,27.5,47.8,13.2,2.2,2.5,1598,21,41,12,7,55,40,64,9,1847,86.5,1.1,2.2,3.5,0.4,3,2.2,0.6,0.5,1669,107,71,1847,90.4,3.8,5.8,1605,242,1847,86.9,13.1,666,1058,105,18,1847,57.3,36.1,5.7,1,916,132,799,1847,49.6,43.3,7.1,CA,BUTTE,42669,0,0,3604,44479,1
2016,6007,22553.4,855.3,1872,47,47360.1,1614,258,1872,86.2,13.8,901,971,1872,51.9,48.1,854,40,36,233,164,545,1872,8.8,29.1,45.6,12.4,1.9,2.1,1524,28,35,7,10,77,93,88,10,1872,81.4,1.5,5,4.7,0.5,4.1,1.9,0.4,0.5,1679,106,87,1872,89.7,4.6,5.7,1567,305,1872,83.7,16.3,700,1024,126,22,1872,54.7,37.4,6.7,1.2,906,80,886,1872,48.4,47.3,4.3,CA,BUTTE,41567,0,0,8853,45144,1
2020,6007,25092.6,916,1345,47.1,47602.2,1152,193,1345,85.7,14.3,664,681,1345,50.6,49.4,582,35,18,163,104,443,1345,7.7,32.9,43.3,12.1,1.3,2.6,990,27,35,19,1,69,79,112,13,1345,73.6,2,5.9,8.3,0.1,5.1,2.6,1.4,1,1216,79,50,1345,90.4,3.7,5.9,1139,206,1345,84.7,15.3,447,779,106,13,1345,57.9,33.2,7.9,1,689,54,602,1345,51.2,44.8,4,CA,BUTTE,50426,507,1774,629,48730,0
2008,6013,41711,1698.9,7143,46.2,81104.6,6922,221,7143,96.9,3.1,3360,3783,7143,53,47,4107,156,135,737,442,1566,7143,6.2,21.9,57.5,10.3,1.9,2.2,4910,477,32,319,49,708,443,185,20,7143,68.7,6.7,6.2,2.6,0.7,9.9,0.4,4.5,0.3,5137,1140,866,7143,71.9,12.1,16,4936,2207,7143,69.1,30.9,2046,4031,907,159,7143,56.4,28.6,12.7,2.2,4499,296,2348,7143,63,32.9,4.1,CA,CONTRA COSTA,306983,0,0,8231,136436,0
2012,6013,37617,1436.5,7338,47.3,75577.4,6868,470,7338,93.6,6.4,3523,3815,7338,52,48,4034,181,128,797,433,1765,7338,5.9,24.1,55,10.9,1.7,2.5,4823,600,38,366,68,727,404,279,33,7338,65.7,8.2,5.5,3.8,0.9,9.9,0.5,5,0.4,5350,1183,805,7338,72.9,11,16.1,5093,2245,7338,69.4,30.6,2147,4074,952,165,7338,55.5,29.3,13,2.2,4237,376,2725,7338,57.7,37.1,5.1,CA,CONTRA COSTA,290824,0,0,10885,136517,0
2016,6013,41581,1460.3,7846,48,85476.9,7325,521,7846,93.4,6.6,3774,4072,7846,51.9,48.1,4468,187,126,758,433,1874,7846,5.5,23.9,56.9,9.7,1.6,2.4,4854,570,38,457,82,976,516,300,53,7846,61.9,7.3,6.6,3.8,1,12.4,0.5,5.8,0.7,5487,1447,912,7846,69.9,11.6,18.4,5215,2631,7846,66.5,33.5,2079,4483,1105,179,7846,57.1,26.5,14.1,2.3,4788,255,2803,7846,61,35.7,3.3,CA,CONTRA COSTA,319287,0,0,30932,115956,0
2020,6013,46097.8,1536.3,6389,49.8,97681.9,5996,393,6389,93.8,6.2,3054,3335,6389,52.2,47.8,3462,184,73,661,367,1642,6389,5.7,25.7,54.2,10.3,1.1,2.9,3193,449,57,404,65,822,620,698,81,6389,50,7,9.7,10.9,1,12.9,0.9,6.3,1.3,4462,1263,664,6389,69.8,10.4,19.8,4155,2234,6389,65,35,1658,3535,1038,158,6389,55.3,26,16.2,2.5,3687,257,2445,6389,57.7,38.3,4,CA,CONTRA COSTA,416386,2618,6116,3319,152877,0
2008,6017,35682.6,1416.4,1351,46.3,69618.9,1309,42,1351,96.9,3.1,654,697,1351,51.6,48.4,866,12,26,145,83,219,1351,6.1,16.2,64.1,10.7,1.9,0.9,1227,6,11,8,6,22,39,31,1,1351,90.8,0.4,2.9,2.3,0.4,1.6,0.8,0.6,0.1,1244,54,53,1351,92.1,3.9,4,1235,116,1351,91.4,8.6,432,795,117,7,1351,58.8,32,8.7,0.5,794,44,513,1351,58.8,38,3.3,CA,EL DORADO,40529,0,0,2083,50314,1
2012,6017,33170.5,1267.7,1358,50.2,66918,1291,67,1358,95.1,4.9,677,681,1358,50.1,49.9,858,31,22,127,72,248,1358,5.3,18.3,63.2,9.4,1.6,2.3,1199,9,12,8,10,37,55,25,3,1358,88.3,0.7,4.1,1.8,0.7,2.7,0.9,0.6,0.2,1204,96,58,1358,88.7,4.3,7.1,1187,171,1358,87.4,12.6,376,831,132,19,1358,61.2,27.7,9.7,1.4,758,74,526,1358,55.8,38.7,5.4,CA,EL DORADO,35166,0,0,2635,50973,1
2016,6017,35460.3,1224.6,1382,51,68932.4,1304,78,1382,94.4,5.6,682,700,1382,50.7,49.3,822,20,17,167,75,281,1382,5.4,20.3,59.5,12.1,1.2,1.4,1234,16,17,13,5,48,21,25,3,1382,89.3,1.2,1.5,1.8,0.4,3.5,1.2,0.9,0.2,1235,94,53,1382,89.4,3.8,6.8,1232,150,1382,89.1,10.9,387,831,144,20,1382,60.1,28,10.4,1.4,747,49,586,1382,54.1,42.4,3.5,CA,EL DORADO,36404,0,0,7940,49247,1
2020,6017,39038.4,1307.9,1231,53.2,85586.9,1171,60,1231,95.1,4.9,604,627,1231,50.9,49.1,750,29,21,122,69,240,1231,5.6,19.5,60.9,9.9,1.7,2.4,1003,12,11,12,4,49,48,82,10,1231,81.5,1,3.9,6.7,0.3,4,0.9,1,0.8,1101,79,51,1231,89.4,4.1,6.4,1090,141,1231,88.5,11.5,304,762,145,20,1231,61.9,24.7,11.8,1.6,626,33,572,1231,50.9,46.5,2.7,CA,EL DORADO,51621,460,1871,369,61838,1
2008,6019,24337.2,1046.1,6109,43.4,47643.4,5399,710,6109,88.4,11.6,2949,3160,6109,51.7,48.3,3168,166,155,642,437,1541,6109,7.2,25.2,51.9,10.5,2.5,2.7,4027,280,87,46,33,452,1018,155,11,6109,65.9,4.6,16.7,2.5,0.5,7.4,1.4,0.8,0.2,4582,544,983,6109,75,16.1,8.9,3722,2387,6109,60.9,39.1,2887,2841,351,30,6109,46.5,47.3,5.7,0.5,3566,332,2211,6109,58.4,36.2,5.4,CA,FRESNO,136706,0,0,4568,131015,0
2012,6019,20075.8,903.5,6617,44.2,44334.2,5248,1369,6617,79.3,20.7,3293,3324,6617,50.2,49.8,3046,188,194,706,420,2063,6617,6.3,31.2,46,10.7,2.9,2.8,4122,328,94,46,66,519,1188,230,24,6617,62.3,5,18,3.5,1,7.8,1.4,0.7,0.4,4830,695,1092,6617,73,16.5,10.5,3847,2770,6617,58.1,41.9,3179,3050,350,38,6617,46.1,48,5.3,0.6,3308,609,2700,6617,50,40.8,9.2,CA,FRESNO,129129,0,0,5208,124490,0
2016,6019,23620.7,895.9,6566,44.9,50088.6,5253,1313,6566,80,20,3243,3323,6566,50.6,49.4,3096,204,179,666,368,2053,6566,5.6,31.3,47.2,10.1,2.7,3.1,4486,295,79,61,43,561,838,186,17,6566,68.3,4.5,12.8,2.8,0.7,8.5,1.2,0.9,0.3,4920,734,912,6566,74.9,13.9,11.2,3929,2637,6566,59.8,40.2,2949,3157,413,47,6566,48.1,44.9,6.3,0.7,3563,311,2692,6566,54.3,41,4.7,CA,FRESNO,141341,0,0,16929,124049,0
2020,6019,24601.8,932.6,5385,45.4,57719.1,4434,951,5385,82.3,17.7,2713,2672,5385,49.6,50.4,2460,212,146,512,317,1738,5385,5.9,32.3,45.7,9.5,2.7,3.9,2449,240,102,52,27,626,969,874,46,5385,45.5,4.5,18,16.2,0.5,11.6,1.9,1,0.9,4043,708,634,5385,75.1,11.8,13.1,3113,2272,5385,57.8,42.2,2343,2640,350,52,5385,49,43.5,6.5,1,2779,297,2309,5385,51.6,42.9,5.5,CA,FRESNO,193025,1474,4031,1923,164464,0
2008,6023,23187.2,942.8,1263,45.3,43358,1165,98,1263,92.2,7.8,637,626,1263,49.6,50.4,662,27,16,172,91,295,1263,7.2,23.4,52.4,13.6,1.3,2.1,1101,10,64,3,3,20,15,45,2,1263,87.2,0.8,1.2,3.6,0.2,1.6,5.1,0.2,0.2,1207,35,21,1263,95.6,1.7,2.8,1179,84,1263,93.3,6.7,461,700,91,11,1263,55.4,36.5,7.2,0.9,686,60,517,1263,54.3,40.9,4.8,CA,HUMBOLDT,39692,0,0,2322,21713,0
2012,6023,22095,925.2,1233,46.3,40667.3,1133,100,1233,91.9,8.1,582,651,1233,52.8,47.2,604,24,30,144,80,351,1233,6.5,28.5,49,11.7,2.4,1.9,1064,11,88,3,2,20,11,29,5,1233,86.3,0.9,0.9,2.4,0.2,1.6,7.1,0.2,0.4,1153,45,35,1233,93.5,2.8,3.6,1113,120,1233,90.3,9.7,433,683,88,29,1233,55.4,35.1,7.1,2.4,645,77,511,1233,52.3,41.4,6.2,CA,HUMBOLDT,34457,0,0,4188,18825,0
2016,6023,24162.4,940.4,1155,46.9,42189,1009,146,1155,87.4,12.6,559,596,1155,51.6,48.4,510,31,27,170,70,347,1155,6.1,30,44.2,14.7,2.3,2.7,992,9,49,3,5,11,24,53,9,1155,85.9,0.8,2.1,4.6,0.4,1,4.2,0.3,0.8,1110,22,23,1155,96.1,2,1.9,1065,90,1155,92.2,7.8,361,688,96,10,1155,59.6,31.3,8.3,0.9,584,44,527,1155,50.6,45.6,3.8,CA,HUMBOLDT,33200,0,0,7673,18373,0
2020,6023,26962.4,981.5,902,48.5,54523,761,141,902,84.4,15.6,440,462,902,51.2,48.8,404,11,12,125,61,289,902,6.8,32,44.8,13.9,1.3,1.2,683,14,40,15,5,12,44,80,9,902,75.7,1.6,4.9,8.9,0.6,1.3,4.4,1.7,1,834,36,32,902,92.5,3.5,4,806,96,902,89.4,10.6,274,497,118,13,902,55.1,30.4,13.1,1.4,442,45,415,902,49,46,5,CA,HUMBOLDT,44768,625,1132,548,21770,0
2008,6025,18505.4,986.2,1188,43.5,43256.4,1060,128,1188,89.2,10.8,612,576,1188,48.5,51.5,606,59,51,109,61,302,1188,5.1,25.4,51,9.2,4.3,5,891,49,30,14,2,16,154,32,0,1188,75,4.1,13,2.7,0.2,1.3,2.5,1.2,0,706,221,261,1188,59.4,22,18.6,390,798,1188,32.8,67.2,676,455,54,3,1188,38.3,56.9,4.5,0.3,581,69,538,1188,48.9,45.3,5.8,CA,IMPERIAL,24162,0,0,650,14008,0
2008,13000,23396.9,741.9,37330,45,47597,33829,3501,37330,90.6,9.4,17719,19611,37330,52.5,47.5,21054,734,884,4245,3045,7368,37330,8.2,19.7,56.4,11.4,2.4,2,28513,7415,97,71,21,393,495,304,21,37330,76.4,19.9,1.3,0.8,0.1,1.1,0.3,0.2,0.1,35448,692,1190,37330,95,3.2,1.9,35052,2278,37330,93.9,6.1,19808,14920,2298,304,37330,40,53.1,6.2,0.8,21575,1392,14363,37330,57.8,38.5,3.7,,,,,,,,
2012,6025,14897.3,800.2,1241,44.3,41364.2,1071,170,1241,86.3,13.7,705,536,1241,43.2,56.8,490,57,53,127,79,435,1241,6.4,35.1,39.5,10.2,4.3,4.6,871,91,24,19,1,21,154,60,0,1241,70.2,7.3,12.4,4.8,0.1,1.7,1.9,1.5,0,764,215,262,1241,61.6,21.1,17.3,376,865,1241,30.3,69.7,717,482,40,2,1241,38.8,57.8,3.2,0.2,485,108,648,1241,39.1,52.2,8.7,CA,IMPERIAL,25136,0,0,652,12777,0
2016,6025,16962.3,735.1,1204,45.4,47467.7,980,224,1204,81.4,18.6,664,540,1204,44.9,55.1,510,71,33,105,67,418,1204,5.6,34.7,42.4,8.7,2.7,5.9,675,48,44,2,2,25,366,37,5,1204,56.1,4,30.4,3.1,0.2,2.1,3.7,0.2,0.4,753,229,222,1204,62.5,18.4,19,354,850,1204,29.4,70.6,669,479,52,4,1204,39.8,55.6,4.3,0.3,493,72,639,1204,40.9,53.1,6,CA,IMPERIAL,32667,0,0,2720,12704,0
